filename,avg_score,SourceRA,SourceDec,matched_source,object_name,object_type,ref_count,redshift,arxiv_url,summary
4000720395185,23.0,149.7604899703087,1.7750737392364002,SIMBAD,COSMOS2015 320535,G,7,,,
4001438169248,23.0,145.69352937866594,46.981791665481204,SIMBAD,DES J094246.45+465854.4,GiC,1,,,
4000910356190,23.0,149.44845750575897,2.463344091528098,SIMBAD,COSMOS2015 767599,G,9,,,
4000715195161,23.0,150.55471952343396,2.749032470986135,SIMBAD,COSMOS2015 952594,G,7,,,
4001053917756,23.0,149.6338372759759,2.543406564885645,SIMBAD,COSMOS2015 819937,G,2,,,
4000985915658,23.0,150.68247418405969,2.2931705603176833,SIMBAD,COSMOS2015 654130,G,4,,,
4000907610428,23.0,150.0214615077399,2.794498501743339,SIMBAD,COSMOS2015 982287,G,4,,,
4000938192610,23.0,150.61180073301784,2.313332731154133,SIMBAD,COSMOS2015 667552,G,4,,,
4000864765943,23.0,109.4410747198634,37.72649131081967,SIMBAD,MACSg J071745.85+374335.6,G,1,,,
4000828458927,23.0,150.57867508157247,2.610012725025353,SIMBAD,COSMOS2015 864259,G,5,,,
4001003818899,23.0,149.81409800169212,2.4674809004091918,SIMBAD,COSMOS2015 769754,G,3,,,
4000953729476,23.0,215.3218208505094,53.215615253068236,SIMBAD,EGSIRAC J142117.23+531256.2,G,2,,,
4001031492428,23.0,150.37430039800907,2.217867020984383,SIMBAD,COSMOS2015 604060,G,4,,,
4000867279164,23.0,150.5111010232378,1.6441736057461305,SIMBAD,COSMOS2015 238543,G,1,,,
4000830298190,23.0,149.51246148228861,2.382707863108458,SIMBAD,COSMOS2015 714191,G,1,,,
4000766860872,23.0,149.46934531250986,1.9431639740450393,SIMBAD,COSMOS2015 427943,G,3,,,
4000960391361,23.0,149.82368188211342,1.7028314273129983,SIMBAD,COSMOS2015 276185,G,7,,,
4001083120409,23.0,149.9655569687698,1.6907155712864141,SIMBAD,COSMOS2015 268316,G,5,,,
4000815070715,23.0,149.58125073013872,1.9065628231498795,SIMBAD,COSMOS2015 403561,G,2,,,
4000982309853,23.0,149.82100945801452,1.845322200850371,SIMBAD,COSMOS2015 365593,G,4,,,
4000944507228,23.0,149.9741026416572,1.6434777157667857,SIMBAD,ACS-GC 20018586,Sy1,26,,,
4001055186589,23.0,149.47729209145263,2.626913782968709,SIMBAD,COSMOS2015 877048,G,3,,,
4001044885746,23.0,150.64548259915207,2.4219392737684498,SIMBAD,COSMOS2015 740542,G,3,,,
4000892066933,23.0,150.1842203298804,2.852003311890792,SIMBAD,COSMOS2015 1018491,G,0,,,
4001018634696,23.0,149.64046756903045,2.3520433016906077,SIMBAD,COSMOS2015 694442,G,3,,,
4001018528341,23.0,150.51744938155863,2.767672373211684,SIMBAD,COSMOS2015 963806,G,4,,,
4000739671989,23.0,149.5996248733118,1.8717119503007773,SIMBAD,COSMOS2015 382178,G,4,,,
4001030287124,23.0,150.3622813931991,1.6272997991126665,SIMBAD,COSMOS2015 228522,G,2,,,
4000814983227,23.0,150.73653472479066,2.0076489264818935,SIMBAD,COSMOS2015 467019,G,4,,,
4001323094466,23.0,149.57993925879387,2.696208716432256,SIMBAD,COSMOS2015 919734,G,4,,,
4001081908251,23.0,150.57158219152583,2.7551005368196004,SIMBAD,COSMOS2015 955995,G,2,,,
4001074026498,23.0,149.7975388615962,2.793307882763674,SIMBAD,COSMOS2015 979891,G,4,,,
4000831301728,23.0,149.5746398937748,2.4633262969143064,SIMBAD,COSMOS2015 766977,G,4,,,
4001062262608,23.0,149.69832332742507,1.87242778699258,SIMBAD,COSMOS2015 381960,G,4,,,
4000859550585,23.0,150.16163922105173,1.5949069523090453,SIMBAD,COSMOS2015 208326,G,0,,,
4001242914289,23.0,149.84001477566076,2.8614780669656525,SIMBAD,COSMOS2015 1026566,G,0,,,
4000970741541,23.0,149.48370830776093,2.614673094612404,SIMBAD,COSMOS2015 867043,G,5,,,
4000769823583,23.0,149.53213416180444,2.48828813009851,SIMBAD,COSMOS2015 784232,G,4,,,
4001117802862,23.0,215.16406890323987,53.03430022075366,SIMBAD,CANDELS EGS F160W J142039.4+530203.5,G,5,,,
4000742921378,23.0,150.41028255891104,2.6533624200412924,SIMBAD,COSMOS J100138.47+023912.3,G,1,,,
4001062686764,23.0,150.23224353626773,2.6834023167704895,SIMBAD,COSMOS2015 910679,G,4,,,
4000898171791,23.0,150.73940639430185,2.1152387858925863,SIMBAD,COSMOS2015 534677,G,3,,,
4000814563210,23.0,215.2836633848428,53.27040784911528,SIMBAD,EGSIRAC J142108.07+531614.2,G,2,,,
4001178927825,23.0,150.21324747611916,1.7232625934647354,SIMBAD,COSMOS2015 287945,G,4,,,
4001179616466,23.0,150.29319824954658,2.757818830059394,SIMBAD,COSMOS2015 957525,G,4,,,
4000898171603,23.0,150.72998218665933,2.105059504406844,SIMBAD,COSMOS2015 528448,G,4,,,
4000780280627,23.0,150.6983030097821,1.950024714710622,SIMBAD,COSMOS2015 432592,G,5,,,
4000813114970,23.0,149.56543742864903,2.57983172545785,SIMBAD,COSMOS2015 843829,G,4,,,
4000756620644,23.0,150.21347950743242,2.8333634407072923,SIMBAD,COSMOS2015 1006239,G,0,,,
4000897906854,23.0,149.61152706933183,2.6234816660807,SIMBAD,COSMOS2015 871469,G,4,,,
4001166555193,23.0,214.3839284532295,52.49210832506258,SIMBAD,CFRS 14.1386,G,10,,,
4000953980637,23.0,149.56726125840478,2.7167375005025685,SIMBAD,COSMOS2015 933000,G,4,,,
4000977077445,23.0,215.1813758676185,52.98362418483177,SIMBAD,CANDELS EGS F160W J142043.5+525901.1,G,4,,,
4001281174506,23.0,150.71648532304002,2.69627805129726,SIMBAD,COSMOS2015 921345,G,6,,,
4000720696222,23.0,150.46779036336952,2.752937032665334,SIMBAD,COSMOS2015 954845,G,4,,,
4000990591254,23.0,149.67238676907246,2.6063044956108774,SIMBAD,COSMOS2015 861083,G,4,,,
4001074027087,23.0,149.81336780655417,2.8144268920094335,SIMBAD,COSMOS2015 993007,G,1,,,
4001226564773,23.0,150.66383710942858,2.35088934926356,SIMBAD,COSMOS2015 693839,G,4,,,
4000914529279,23.0,150.30476664540222,1.7517722160863882,SIMBAD,COSMOS2015 306128,G,4,,,
4000854480647,23.0,334.34195733433876,0.26764437799590074,SIMBAD,[CSH96] SSA 22 188,?,1,,,
4001117803596,23.0,215.10000658858854,53.05160450113827,SIMBAD,CANDELS EGS F160W J142024.0+530305.8,G,6,,,
4000982430792,23.0,150.71892765672916,2.5732131213431737,SIMBAD,COSMOS2015 839561,G,2,,,
4001047624918,23.0,150.3739779693866,2.7873071137078327,SIMBAD,COSMOS2015 976132,G,4,,,
4001139644644,23.0,149.67246847783707,2.458171636673331,SIMBAD,COSMOS2015 765821,G,4,,,
4001123204131,23.0,150.07301630505395,2.7473917321796906,SIMBAD,SDSS J100017.54+024450.4,G,6,,,
4001002643371,23.0,150.57797280695758,1.842052342929245,SIMBAD,COSMOS2015 363177,G,0,,,
4001048549900,23.0,214.45562012806337,52.49922993879577,SIMBAD,DEEP-GSS 063-1912,G,3,,,
4000892066146,23.0,150.19584152462008,2.82117224594632,SIMBAD,COSMOS2015 999675,G,6,,,
4001191122992,23.0,149.4518841771204,1.6554233377115812,SIMBAD,COSMOS2015 229326,G,2,,,
4001083111758,23.0,149.49449940612251,1.8373218094765709,SIMBAD,COSMOS2015 359796,G,4,,,
4001081908241,23.0,150.57916960788782,2.7549970529066483,SIMBAD,COSMOS2015 957254,G,4,,,
4000778712842,23.0,150.33408350097167,2.7766069793997783,SIMBAD,UVISTADR1 J100120.17+024636.9,G,7,,,
4000802198038,23.0,150.6763324099374,2.758138603963634,SIMBAD,COSMOS2015 958827,G,3,,,
4000780279892,23.0,150.72613683533018,1.9096452680732825,SIMBAD,COSMOS2015 405910,G,6,,,
4001019190152,23.0,214.95855368981879,53.03376105182164,SIMBAD,EGSIRAC J141949.98+530201.6,G,2,,,
4001414311336,23.0,149.54235822569137,2.370978047521948,SIMBAD,COSMOS2015 707726,G,3,,,
4001128225559,23.0,49.813030447666954,41.48234016719003,SIMBAD,SDSS J031915.11+412856.3,GiC,3,,,
4000866129020,23.0,149.75801015794718,2.482163210284398,SIMBAD,COSMOS2015 778893,G,4,,,
4000756621010,23.0,150.24079923212187,2.849184931896766,SIMBAD,COSMOS J100057.74+025054.7,G,0,,,
4000738039743,23.0,149.99955819409038,1.7535417291483317,SIMBAD,COSMOS2015 306213,G,2,,,
4001053918742,23.0,149.64480559084075,2.5792335577045202,SIMBAD,COSMOS2015 843497,G,4,,,
4000893863300,23.0,150.64915461149576,1.8875660035679376,SIMBAD,COSMOS2015 392145,G,2,,,
4000739671342,23.0,149.6259300152886,1.839184655684992,SIMBAD,COSMOS2015 360961,G,4,,,
4000901180211,23.0,150.57491915611823,2.179231854391363,SIMBAD,COSMOS2015 578228,G,5,,,
4000820787461,23.0,150.6948900605101,1.6208633995050585,SIMBAD,COSMOS2015 223885,G,1,,,
4000898171818,23.0,150.77400291004477,2.117897656562599,SIMBAD,COSMOS 1086170,*,0,,,
4000766860162,23.0,149.4684723881426,1.914962284837538,SIMBAD,COSMOS2015 410334,G,3,,,
4000866129610,23.0,149.75759194563125,2.50844548319975,SIMBAD,COSMOS2015 795871,G,4,,,
4000717342074,23.0,149.52020362778993,2.1278957811293404,SIMBAD,COSMOS2015 543527,G,4,,,
4001107676209,23.0,149.67743295819764,1.9856915981656205,SIMBAD,COSMOS2015 453067,G,4,,,
4001228889971,23.0,150.36864787617006,2.707777317467439,SIMBAD,COSMOS2015 927985,G,5,,,
4000990591347,23.0,149.66454431375425,2.6112331314446124,SIMBAD,COSMOS2015 864322,G,6,,,
4001244667893,23.0,150.68515336061205,2.0579749302566013,SIMBAD,COSMOS 1136855,G,2,,,
4001120874146,23.0,149.74262897109384,1.6195141614551332,SIMBAD,COSMOS2015 225035,G,3,,,
4001225321169,23.0,150.13099142609775,1.634551810632555,SIMBAD,COSMOS2015 232823,G,4,,,
4001234057032,23.0,149.55712118989405,2.096174719227185,SIMBAD,COSMOS2015 522457,G,4,,,
4000875114611,23.0,149.5652921224857,2.0054916352000296,SIMBAD,COSMOS2015 465242,G,2,,,
4001031492996,23.0,150.42559979746446,2.243808871513379,SIMBAD,COSMOS2015 622444,G,3,,,
4000953981609,23.0,149.58979045809076,2.752239561147592,SIMBAD,COSMOS2015 954980,G,4,,,
4001120874015,23.0,149.75862411365074,1.6139572274742202,SIMBAD,COSMOS2015 220875,G,3,,,
4001044886067,23.0,150.63309791291763,2.4354988955356216,SIMBAD,COSMOS2015 750823,G,5,,,
4001027298676,23.0,214.71943422067423,52.74678716001445,SIMBAD,CANDELS EGS F160W J141852.7+524448.5,G,3,,,
4000713310429,23.0,49.57206119449872,-25.591872431724557,NED,WISEA J031817.26-253530.7,,2,,,
4000840128039,23.0,109.50796301370998,37.66580302908109,NED,SSTSL2 J071801.98+373954.8,,1,,,
4000782360675,23.0,79.73191877573909,-43.276336553448985,NED,SSTSL2 J051855.70-431633.7,,1,,,
4001243326242,23.0,255.26239171212598,64.20807458362776,NED,SSTSL2 J170103.22+641227.4,,1,,,
4001080913529,23.0,222.6503201896729,8.66994977698249,NED,SDSS J145036.07+084011.7,*,3,0.353,,
4001136052234,23.0,150.75358952850976,2.728498098069176,NED,COSMOS 2532562,,3,0.07,,
4000721527128,23.0,194.8559232350911,28.03130392106987,NED,[APS2006] J194.855865+28.03125,,3,,,
4000863356584,23.0,206.14841332625102,55.89900832012227,NED,SDSS J134435.59+555359.2,G,1,,,
4000778669982,23.0,150.9948346331933,-27.33980606078287,NED,SSTSL2 J100358.77-272023.4,,1,,,
4001284118263,23.0,214.3299097028941,52.57953514865489,NED,DEEP2 12016448,G,6,0.476993,,
4001116563088,23.0,36.51097634570536,0.5502056293622574,NED,[OMS2023] 4001116563130,G,1,,,
4001225203019,23.0,204.95795826964863,0.8410321196363145,NED,WISEA J133949.84+005029.6,,2,,,
4000778704648,23.0,215.29113936569726,53.0839573816271,NED,S-CANDELS J142110.07+530500.3,,4,,,
4001247112848,23.0,328.19667495685695,-6.153487361498359,NED,WISEA J215247.19-060911.8,G,5,0.326,,
4001110853690,23.0,28.150513132205326,-13.88655839920369,NED,WISEA J015236.08-135311.2,,2,,,
4001007754832,23.0,224.27493587730223,24.634560312650702,NED,SSTSL2 J145705.98+243804.2,,1,,,
4000857381240,23.0,137.6608092821399,42.805052251506105,NED,SDSS J091038.58+424818.3,G,1,,,
4000838862356,23.0,201.9993322553778,-31.50328488077309,NED,WINGS J132759.84-313011.9,G,2,,,
4000930875249,23.0,149.16930838133348,50.97897119785628,NED,WISEA J095640.65+505844.5,G,2,,,
4001058209357,23.0,355.5774832358481,-35.54551373157237,NED,WISEA J234218.58-353243.8,,2,,,
4000757740206,23.0,150.34169908137233,55.86886073624492,NED,WISEA J100121.95+555209.5,,1,,,
4000833485937,23.0,116.2528289836954,39.45197554967758,NED,[CDK2017] 09513,G,1,,,
4001233771523,23.0,49.89822683619507,-19.398964583840364,NED,NVSS J031935-192357,,2,,,
4001010729428,23.0,73.52853369285661,-3.021969897245519,NED,SSTSL2 J045406.86-030119.6,G,2,,,
4001047627098,23.0,49.79612333251366,41.50747705713202,NED,PCC 3774,G,1,,,
4000842353561,23.0,288.6353953989107,-21.30121946306547,NED,SSTSL2 J191432.49-211803.6,,1,,,
4001005292146,23.0,145.8273814974453,60.740713709817335,NED,SDSS J094318.56+604426.6,G,2,,,
4000713310107,23.0,49.57749833577796,-25.61511158090815,NED,SSTSL2 J031818.51-253651.6,,1,,,
4000764663750,23.0,43.54102653712424,14.959736447503175,NED,WISEA J025409.85+145735.2,,1,,,
4001144048759,23.0,207.7029468357999,38.027387589602476,NED,SDSS J135048.73+380138.2,G,2,,,
4001031073415,23.0,184.49510226841124,37.75276452071426,NED,SSTSL2 J121758.83+374509.8,,1,,,
4001211191443,23.0,214.65247542312818,52.797972864152925,NED,EGSIRAC J141836.58+524752.8,G,4,,,
4000826940623,23.0,215.0600564040382,52.86716403548536,NED,SSTSL2 J142014.38+525201.8,,1,,,
4000756164637,23.0,214.67851847796868,52.63124605711984,NED,DEEP2 12019792,G,7,0.9971,,
4001019190503,23.0,214.96208479793125,53.044048900064766,NED,DEEP2 13034901,G,7,0.7168,,
4000932304360,23.0,170.11297795841836,-12.110075793609257,NED,GALEXASC J112027.17-120635.1,,1,,,
4001437187372,23.0,186.68148798088995,33.49426550592642,NED,SSTSL2 J122643.57+332939.1,,1,,,
4000995511416,23.0,352.21959753929195,14.866224118391917,NED,SDSS J232852.66+145157.4,*,1,,,
4001209509252,23.0,6.680949270523661,39.75047985545746,NED,WISEA J002643.43+394501.6,,1,,,
4000712230173,23.0,12.282497823105842,42.72356037964408,NED,[OMS2023] 4001062715642,G,1,,,
4001300488477,23.0,155.27379058250733,34.62637898773085,NED,SSTSL2 J102105.70+343735.1,,1,,,
4001102682769,23.0,265.1455495406354,69.05380486563163,NED,SSTSL2 J174034.90+690313.3,,1,,,
4000987073870,23.0,28.283968786735596,-13.98680285510252,NED,SSTSL2 J015308.13-135912.3,,1,,,
4001231595215,23.0,43.401944765861394,-31.608653375851983,NED,WISEA J025336.46-313631.0,,1,,,
4000909064886,23.0,148.56278305912315,69.42427576382875,NED,WISEA J095415.14+692527.4,G,3,,,
4000990087572,23.0,287.6892991012047,73.43424057550982,NED,SSTSL2 J191045.38+732603.1,,1,,,
4000771571221,23.0,140.26796178891988,45.48015592394059,NED,WISEA J092104.30+452848.5,G,2,,,
4000922617697,23.0,215.23327032399013,53.13596232037411,NED,[OMS2023] 4000979155952,G,1,,,
4000759442132,23.0,215.40183536989733,53.21312687563554,NED,DEEP2 13057430,G,6,0.355,,
4001076525175,23.0,12.362883206904367,-18.062627962646783,NED,SSTSL2 J004927.09-180345.3,,1,,,
4000768207534,23.0,62.487052844703825,-56.07840615135877,NED,SSTSL2 J040956.90-560442.3,,1,,,
4000722906342,23.0,255.13554211004578,64.25481653665558,NED,[OMS2023] 4000722906342,G,1,,,
4001144267653,23.0,265.0345549970066,68.96505684951289,NED,SSTSL2 J174008.26+685754.2,,1,,,
4001100829282,23.0,109.52388553449812,37.61658432551735,NED,SSTSL2 J071805.72+373659.9,,1,,,
4000880784843,23.0,264.82957593527107,69.06755322316644,NED,WISEA J173919.08+690402.5,G,3,,,
4000775572666,23.0,164.13171424051404,-3.777941957760166,NED,SSTSL2 J105631.44-034639.9,,1,,,
4000960859895,23.0,214.58188453492565,52.67194688070228,NED,EGSIRAC J141819.62+524018.5,,3,,,
4000774785787,23.0,320.62264803646775,-61.79617778944924,NED,SSTSL2 J212229.39-614746.2,,1,,,
4001156420335,23.0,104.57517971744076,-55.9497370194748,NED,SSTSL2 J065818.16-555658.9,,1,,,
4000826939984,23.0,215.00697823753913,52.84489381269267,NED,DEEP2 13100270,G,5,2.890393,,
4001019189829,23.0,214.93335619237226,53.024980294322035,NED,EGSIRAC J141943.94+530130.2,,3,,,
4000727971409,23.0,189.07149070822996,28.994544871644624,NED,SSTSL2 J123617.09+285942.2,,1,,,
4001243325423,23.0,255.27828780274842,64.17224880412014,NED,SSTSL2 J170106.54+641020.3,,1,,,
4000892840085,23.0,57.617697891147756,-8.906822846788508,NED,SSTSL2 J035028.12-085426.3,,1,,,
4001101445960,23.0,215.30976401340365,53.11000161141039,NED,DEEP2 13041503,G,7,,,
4001283201211,23.0,214.222493129717,52.4140766162052,NED,DEEP2 12004605,G,4,1.12482,,
4001044258551,23.0,214.93901064392617,52.99790274508379,NED,RCS 06020704722,G,4,0.847108,,
4001434961260,23.0,246.32954596706742,15.771007758239229,NED,SSTSL2 J162519.10+154614.9,,1,,,
4000913268670,23.0,186.76857160396952,33.54010550750882,NED,[CDK2017] 04310,G,1,,,
4000932942694,23.0,265.064878078808,68.9922182793949,NED,SSTSL2 J174015.51+685932.0,,1,,,
4001327426620,23.0,334.54251372926296,0.3712988005089543,NED,SSTSL2 J221810.22+002217.1,G,2,1.38,,
4001202376407,23.0,149.66902927583135,2.1477618069020643,NED,COSMOS 1752485,,3,0.59,,
4000774296062,23.0,215.17032338209518,53.17020180141413,NED,DEEP2 13050430,G,8,0.439,,
4001426693445,23.0,186.50450706002061,13.108128544719523,NED,SSTSL2 J122601.11+130628.9,,1,,,
4001136991672,23.0,150.43877807891482,55.91869345283953,NED,SDSS J100145.31+555507.3,G,2,,,
4001070292991,23.0,114.52379325859684,65.75981310361159,NED,WISEA J073805.76+654533.8,,1,,,
4000863264186,23.0,150.7208737789151,2.6675534611291267,NED,COSMOS 2583148,,3,0.22,,
4000854480916,23.0,334.3693942451697,0.2866698527623805,NED,SSTSL2 J221728.65+001712.2,,1,,,
4001222401399,23.0,334.3801413384676,0.15035665385432045,NED,SSTSL2 J221731.21+000901.0,,1,,,
4000777035596,23.0,65.32681186974155,-18.806397123757822,NED,SSTSL2 J042118.34-184824.1,,1,,,
4000709435126,23.0,170.09191252379728,-12.132682622826808,NED,WISEA J112022.06-120755.2,,2,,,
4000855409450,23.0,201.66237088887817,-30.383259221177667,NED,SSTSL2 J132639.10-302301.1,,1,,,
4001010729411,23.0,73.57336825125745,-3.022897327531327,NED,WISEA J045417.53-030120.1,G,3,,,
4001300488414,23.0,155.3128694754824,34.62265223078239,NED,SSTSL2 J102115.07+343721.6,,1,,,
4001169152089,23.0,138.0677377446381,0.4823010585189442,NED,SDSS J091216.27+002856.2,G,1,,,
4001003720854,23.0,172.0895447727447,58.560507084878154,NED,SDSS J112821.50+583337.6,G,3,,,
4000713397903,23.0,131.81304211940162,34.83316704670516,NED,SSTSL2 J084715.12+345000.3,,1,,,
4001061886256,23.0,334.5147880653561,0.278747460198921,NED,SSTSL2 J221803.57+001644.1,,1,,,
4001417239794,23.0,151.17745318182872,41.23360940808858,NED,SSTSL2 J100442.84+411400.9,,3,,,
4001449493269,23.0,273.5867074489422,41.17122140680516,NED,SSTSL2 J181420.79+411016.7,,1,,,
4001089784274,23.0,214.2637564281741,52.518500533362854,NED,RCS 06130905236,G,4,1.05,,
4001424823034,23.0,211.28033565456747,55.76114582810277,NED,WISEA J140507.31+554540.1,G,4,,,
4000712493897,23.0,340.5879880168359,19.975700651429772,NED,WISEA J224221.10+195832.2,,1,,,
4000831301873,22.5,149.56892292546448,2.4713719188303576,SIMBAD,COSMOS2015 772099,G,4,,,
4000720695626,22.5,150.48690777561814,2.731994004453457,SIMBAD,COSMOS2015 942970,G,4,,,
4000780280828,22.5,150.71432736784294,1.9579234030096055,SIMBAD,COSMOS2015 436223,G,4,,,
4000747939709,22.5,150.46901147780795,2.8607446248916646,SIMBAD,COSMOS2015 1026272,G,0,,,
4001031057598,22.5,265.05639471266136,69.07039902401195,NED,SSTSL2 J174013.62+690413.4,,1,,,
4001083111171,22.0,149.50319782159852,1.8117557917193885,SIMBAD,COSMOS2015 344097,G,4,,,
4000740341360,22.0,214.3871116607,52.39319049006124,SIMBAD,EGSIRAC J141732.93+522335.4,G,3,,,
4000754608144,22.0,150.54568557477126,1.6337759234587177,SIMBAD,COSMOS2015 233623,G,4,,,
4001017377605,22.0,150.54101711792217,1.9628506377741617,SIMBAD,COSMOS2015 438526,G,2,,,
4001018528519,22.0,150.5498295226829,2.7746430016944768,SIMBAD,COSMOS2015 967999,G,1,,,
4001283201201,22.0,214.27791386725627,52.41443351628211,SIMBAD,EGSIRAC J141706.68+522452.2,G,2,,,
4000740341035,22.0,214.31730820416146,52.384112827002866,SIMBAD,EGSIRAC J141716.14+522302.6,G,3,,,
4001047625500,22.0,150.3915188733717,2.811952800883384,SIMBAD,COSMOS2015 992056,G,2,,,
4000776593148,22.0,149.57819358418806,2.290628506207387,SIMBAD,COSMOS2015 652632,G,4,,,
4000953728327,22.0,215.31230526556146,53.183901690766525,SIMBAD,[BPG2011] irac087089,G,3,,,
4001139793217,22.0,149.71142364442545,2.583491376985684,SIMBAD,COSMOS2015 846921,G,6,,,
4001228889711,22.0,150.3626431448543,2.6938231017541763,SIMBAD,COSMOS2015 918232,G,5,,,
4000869817962,22.0,150.61920764459387,2.735733282766267,SIMBAD,COSMOS2015 943958,G,1,,,
4000944507227,22.0,149.94483733847358,1.6440933844120236,SIMBAD,COSMOS2015 239835,G,2,,,
4000927631453,22.0,150.2737728774871,1.732981729304031,SIMBAD,COSMOS2015 293718,G,4,,,
4000993357624,22.0,149.93045417092114,2.7312033131130256,SIMBAD,COSMOS2015 941828,G,4,,,
4000923827025,22.0,149.64571736327935,2.070832089460641,SIMBAD,COSMOS2015 507381,G,4,,,
4000953982956,22.0,150.72929596140602,2.3789744318321304,SIMBAD,COSMOS2015 712602,G,4,,,
4000720394838,22.0,149.78893105854658,1.7600626995481605,SIMBAD,COSMOS2015 310619,G,4,,,
4001097742370,22.0,150.5702928258446,2.1200060178399367,SIMBAD,COSMOS2015 538927,G,6,,,
4000802128750,22.0,149.5787610161882,2.76396050313145,SIMBAD,COSMOS2015 962057,G,4,,,
4001225320406,22.0,150.14329913789268,1.6025477979738734,SIMBAD,COSMOS2015 212585,G,0,,,
4000953982524,22.0,150.73895372832925,2.3596004121859573,SIMBAD,COSMOS2015 699990,G,4,,,
4000952680245,22.0,150.19726698766527,1.6678405946080883,SIMBAD,COSMOS2015 253484,G,4,,,
4000858402321,22.0,150.31810043010813,2.8043596887078577,SIMBAD,COSMOS2015 986879,G,4,,,
4001273800198,22.0,149.6604140845738,1.713072207497494,SIMBAD,COSMOS2015 281588,G,6,,,
4000788044960,22.0,214.79295148369536,52.74743712004998,SIMBAD,CANDELS EGS F160W J141910.3+524450.8,G,6,,,
4001139644818,22.0,149.69550353671826,2.4641591166098205,SIMBAD,COSMOS2015 768074,G,4,,,
4000848026141,22.0,150.3680673642918,1.6701707060301725,SIMBAD,ACS-GC 20207318,AGN,4,,,
4000830667285,22.0,149.9091700822298,2.7845183638556548,SIMBAD,COSMOS2015 973971,G,4,,,
4000766904854,22.0,150.0993373505109,2.8618157755140947,SIMBAD,COSMOS2015 1027923,G,0,,,
4001120873947,22.0,149.7235026203148,1.6110383977589673,SIMBAD,COSMOS2015 217416,G,3,,,
4000960391377,22.0,149.7936532371156,1.7039328654133363,SIMBAD,COSMOS2015 276723,G,4,,,
4000766904382,22.0,150.04133609710698,2.8428466584244125,SIMBAD,COSMOS2015 1012884,G,0,,,
4000742920447,22.0,150.4126954194118,2.621688570223161,SIMBAD,COSMOS2015 870917,G,3,,,
4001044257902,22.0,214.88592229969203,52.98173319131216,SIMBAD,EGSIRAC J141932.59+525854.3,G,2,,,
4001054464866,22.0,214.91492640173382,52.7691761545687,SIMBAD,EGSIRAC J141939.65+524608.9,G,2,,,
4001154535382,22.0,150.65341965645044,2.183191005904125,SIMBAD,COSMOS2015 580956,G,5,,,
4001107669799,22.0,149.50051370603612,2.740599795257398,SIMBAD,COSMOS2015 947485,G,3,,,
4001031962873,22.0,150.09690370936107,2.7937294710173814,SIMBAD,COSMOS2015 980618,G,4,,,
4000705540499,22.0,149.69612904493408,2.679026930607866,SIMBAD,COSMOS2015 908084,G,5,,,
4000994002046,22.0,150.73073691820252,2.2126782088463934,SIMBAD,COSMOS2015 601850,G,4,,,
4000982309006,22.0,149.81307544288802,1.8134925300847489,SIMBAD,COSMOS2015 344797,G,5,,,
4001239186511,22.0,150.09555504354782,1.6940807890508052,SIMBAD,COSMOS2015 269670,G,2,,,
4001281173958,22.0,150.6868225435784,2.6727651522765203,SIMBAD,COSMOS2015 903565,G,4,,,
4001244667625,22.0,150.68944885024953,2.048662424152466,SIMBAD,COSMOS2015 492293,G,3,,,
4001122965661,22.0,149.64788660848473,2.837122938629665,SIMBAD,COSMOS2015 1009669,G,0,,,
4000882411735,22.0,149.59392247700376,2.0414638205228326,SIMBAD,COSMOS2015 489594,G,10,,,
4000869816977,22.0,150.64258820217773,2.6948592105602605,SIMBAD,COSMOS2015 920393,G,7,,,
4000994002213,22.0,150.7304395703845,2.219600785395483,SIMBAD,COSMOS2015 605264,G,4,,,
4000901180519,22.0,150.60428649995214,2.1965659276270375,SIMBAD,COSMOS2015 589472,G,4,,,
4001169150851,22.0,150.66791039242537,1.67617789813973,SIMBAD,COSMOS2015 258327,G,4,,,
4000789405333,22.0,149.98587879714808,2.70861365596959,SIMBAD,COSMOS2015 927711,G,4,,,
4001226564570,22.0,150.70920617573498,2.33747904361078,SIMBAD,COSMOS2015 684107,G,4,,,
4000812323847,22.0,149.8675407908222,1.6722155200347815,SIMBAD,COSMOS2015 256245,G,4,,,
4000771257559,22.0,149.4892746203524,1.7937264209971875,SIMBAD,ACS-GC 20051405,AGN,12,,,
4000775475289,22.0,149.5451733648601,2.8177141213877075,SIMBAD,[HCS2018] J149.5457+02.8178,G,1,,,
4001054466008,22.0,214.88334805650018,52.79892951250498,SIMBAD,CANDELS EGS F160W J141932.1+524758.5,G,3,,,
4000907610420,22.0,150.0036786224585,2.7932106569046518,SIMBAD,COSMOS2015 979597,G,5,,,
4000812790615,22.0,149.4480937448379,1.8953124838086404,SIMBAD,COSMOS2015 397060,G,5,,,
4000866241365,22.0,149.9480678449747,1.7319094764845413,SIMBAD,COSMOS2015 294019,G,3,,,
4000795996803,22.0,215.02688666933645,52.98202333950096,SIMBAD,CANDELS EGS F160W J142006.5+525855.3,G,1,,,
4000778984727,22.0,149.53673086684583,2.2833750594681326,SIMBAD,COSMOS2015 648781,G,6,,,
4001091678071,22.0,150.652569677461,2.0007990766659622,SIMBAD,COSMOS2015 464231,G,5,,,
4000923826940,22.0,149.63898531082404,2.068096671840741,SIMBAD,COSMOS2015 505375,G,4,,,
4000920569713,22.0,149.6982323921583,2.8293390132769436,SIMBAD,COSMOS2015 1002761,G,0,,,
