object_name,n_papers_checked,n_name_hits,genuinely_discussed,reasoning
SSTSL2 J004842.27-250520.4,0,0,False,No papers found in bibliography.
WISEA J144649.27+082609.3,0,0,False,No papers found in bibliography.
SSTSL2 J015229.71-135821.2,0,0,False,No papers found in bibliography.
WISEA J010710.49+140654.0,0,0,False,No papers found in bibliography.
SSTSL2 J015256.10-135914.4,0,0,False,No papers found in bibliography.
WISEA J001108.66-120650.8,0,0,False,No papers found in bibliography.
SDSS J122724.08+332720.8,0,0,False,No papers found in bibliography.
WISEA J091114.43+174440.1,0,0,False,No papers found in bibliography.
SSTSL2 J095721.67+690350.7,0,0,False,No papers found in bibliography.
WISEA J122327.06-123852.3,0,0,False,No papers found in bibliography.
SSTSL2 J135917.52+622234.3,0,0,False,No papers found in bibliography.
SSTSL2 J221726.90+002100.4,0,0,False,No papers found in bibliography.
SSTSL2 J035032.02-085604.1,0,0,False,No papers found in bibliography.
SSTSL2 J121743.64+374851.5,0,0,False,No papers found in bibliography.
SSTSL2 J221725.87+000910.9,0,0,False,No papers found in bibliography.
SSTSL2 J170056.84+641241.4,0,0,False,No papers found in bibliography.
WISEA J112023.58-120552.8,0,0,False,No papers found in bibliography.
SSTSL2 J031803.41-253524.6,0,0,False,No papers found in bibliography.
SDSS J115143.13+004916.4,0,0,False,No papers found in bibliography.
WISEA J134736.34-325129.1,0,0,False,No papers found in bibliography.
SSTSL2 J031815.58-253638.3,0,0,False,No papers found in bibliography.
SSTSL2 J015257.03-140139.9,0,0,False,No papers found in bibliography.
WISEA J031801.10-253538.2,0,0,False,No papers found in bibliography.
SSTSL2 J133558.28-295921.0,0,0,False,No papers found in bibliography.
SSTSL2 J135412.61-022330.2,0,0,False,No papers found in bibliography.
WISEA J121759.18+374433.0,0,0,False,No papers found in bibliography.
SSTSL2 J015117.55+223642.8,0,0,False,No papers found in bibliography.
SSTSL2 J153452.12+233007.8,0,0,False,No papers found in bibliography.
SSTSL2 J090407.62-362621.6,0,0,False,No papers found in bibliography.
SSTSL2 J135922.86+622458.3,0,0,False,No papers found in bibliography.
WISEA J132037.97+340645.1,0,0,False,No papers found in bibliography.
WISEA J003123.23+375249.1,0,0,False,No papers found in bibliography.
SSTSL2 J082406.91+710223.8,0,0,False,No papers found in bibliography.
WISEA J013853.67-102841.1,0,0,False,No papers found in bibliography.
WISEA J051910.06-424712.6,0,0,False,No papers found in bibliography.
SSTSL2 J120142.89-185934.5,0,0,False,No papers found in bibliography.
SSTSL2 J122711.66+333944.4,0,0,False,No papers found in bibliography.
SSTSL2 J111957.73-120513.0,0,0,False,No papers found in bibliography.
SSTSL2 J170109.68+641321.8,0,0,False,No papers found in bibliography.
SSTSL2 J052212.16-362603.6,0,0,False,No papers found in bibliography.
SDSS J115137.61+004844.6,0,0,False,No papers found in bibliography.
SSTSL2 J071809.57+373729.9,0,0,False,No papers found in bibliography.
SDSS J151310.65+061107.8,0,0,False,No papers found in bibliography.
SSTSL2 J174030.33+685822.3,0,0,False,No papers found in bibliography.
SSTSL2 J141922.16+524231.1,0,0,False,No papers found in bibliography.
WISEA J071817.53+373921.6,0,0,False,No papers found in bibliography.
WISEA J105646.34-034207.7,0,0,False,No papers found in bibliography.
SSTSL2 J133943.54+404322.3,0,0,False,No papers found in bibliography.
SDSS J125931.42+140919.5,0,0,False,No papers found in bibliography.
SSTSL2 J133947.28+404305.5,0,0,False,No papers found in bibliography.
WISEA J121943.32+472125.7,0,0,False,No papers found in bibliography.
WISEA J112018.01+125338.7,0,0,False,No papers found in bibliography.
SSTSL2 J100441.14+411252.9,0,0,False,No papers found in bibliography.
WISEA J101628.05-000744.2,0,0,False,No papers found in bibliography.
WISEA J141913.22+532633.4,0,0,False,No papers found in bibliography.
WISEA J132215.82-424434.6,0,0,False,No papers found in bibliography.
SSTSL2 J071818.14+373733.0,0,0,False,No papers found in bibliography.
SSTSL2 J141955.36+530211.4,0,0,False,No papers found in bibliography.
WISEA J174037.97+690438.1,0,0,False,No papers found in bibliography.
WISEA J181428.60+411033.3,0,0,False,No papers found in bibliography.
SDSS J121712.10+374433.8,0,0,False,No papers found in bibliography.
SSTSL2 J174048.76+690505.4,0,0,False,No papers found in bibliography.
SSTSL2 J071756.52+373647.2,0,0,False,No papers found in bibliography.
WISEA J121812.98+375449.5,0,0,False,No papers found in bibliography.
SSTSL2 J121934.59+472344.6,0,0,False,No papers found in bibliography.
COSMOS2015 1024929,0,0,False,No papers found in bibliography.
COSMOS2015 1001757,0,0,False,No papers found in bibliography.
SSTSL2 J135413.55-022124.8,0,0,False,No papers found in bibliography.
SSTSL2 J100135.73+013546.8,0,0,False,No papers found in bibliography.
SSTSL2 J083824.97+254407.5,0,0,False,No papers found in bibliography.
SSTSL2 J122644.93+332843.9,0,0,False,No papers found in bibliography.
SSTSL2 J221722.26+002230.2,0,0,False,No papers found in bibliography.
SSTSL2 J100430.70+411238.6,0,0,False,No papers found in bibliography.
SSTSL2 J091552.16+441834.6,0,0,False,No papers found in bibliography.
COSMOS2015 1041614,0,0,False,No papers found in bibliography.
COSMOS2015 1033454,0,0,False,No papers found in bibliography.
COSMOS2015 1033310,0,0,False,No papers found in bibliography.
COSMOS2015 229387,0,0,False,No papers found in bibliography.
COSMOS2015 999566,0,0,False,No papers found in bibliography.
COSMOS2015 1004084,0,0,False,No papers found in bibliography.
COSMOS J100152.11+025051.6,0,0,False,No papers found in bibliography.
COSMOS2015 1029005,0,0,False,No papers found in bibliography.
COSMOS2015 998639,0,0,False,No papers found in bibliography.
COSMOS2015 1005438,0,0,False,No papers found in bibliography.
WISEA J082601.45+262459.5,0,0,False,No papers found in bibliography.
GALEXASC J092157.01+510420.7,0,0,False,No papers found in bibliography.
WISEA J104753.94+123158.2,0,0,False,No papers found in bibliography.
SSTSL2 J233901.69+362127.1,0,0,False,No papers found in bibliography.
SSTSL2 J215353.75+173631.9,0,0,False,No papers found in bibliography.
WISEA J170048.27+641120.1,0,0,False,No papers found in bibliography.
SSTSL2 J105628.82-034443.6,0,0,False,No papers found in bibliography.
SSTSL2 J095703.78+690602.2,0,0,False,No papers found in bibliography.
SDSS J110355.00+405215.1,0,0,False,No papers found in bibliography.
WISEA J235754.14-322543.6,0,0,False,No papers found in bibliography.
SSTSL2 J221754.29+001437.1,0,0,False,No papers found in bibliography.
SSTSL2 J105624.53-034408.9,0,0,False,No papers found in bibliography.
SSTSL2 J105635.91-034633.8,0,0,False,No papers found in bibliography.
SSTSL2 J181420.59+411141.8,0,0,False,No papers found in bibliography.
WISEA J010746.89-173127.8,0,0,False,No papers found in bibliography.
WISEA J044411.84-282104.2,0,0,False,No papers found in bibliography.
WISEA J164232.77+393601.9,0,0,False,No papers found in bibliography.
SSTSL2 J153452.53+232949.2,0,0,False,No papers found in bibliography.
SDSS J143457.49+033852.3,0,0,False,No papers found in bibliography.
SDSS J144651.59+082620.5,0,0,False,No papers found in bibliography.
WISEA J110109.03-035233.6,0,0,False,No papers found in bibliography.
WISEA J013856.34-102754.5,0,0,False,No papers found in bibliography.
SSTSL2 J215353.98+173453.1,0,0,False,No papers found in bibliography.
SSTSL2 J174056.01+690328.9,0,0,False,No papers found in bibliography.
SSTSL2 J174052.22+690322.7,0,0,False,No papers found in bibliography.
WISEA J121932.04+472102.6,0,0,False,No papers found in bibliography.
SSTSL2 J121409.77+331019.0,0,0,False,No papers found in bibliography.
WISEA J110105.04-035252.4,0,0,False,No papers found in bibliography.
SSTSL2 J095737.38+690335.5,0,0,False,No papers found in bibliography.
WISEA J003559.91+354245.9,0,0,False,No papers found in bibliography.
SSTSL2 J133555.45-295843.5,0,0,False,No papers found in bibliography.
WISEA J183554.43+523751.5,0,0,False,No papers found in bibliography.
SSTSL2 J114049.57-262931.3,0,0,False,No papers found in bibliography.
WISEA J014546.60-832240.3,0,0,False,No papers found in bibliography.
SSTSL2 J105623.76-034504.3,0,0,False,No papers found in bibliography.
WISEA J035028.75-085619.4,0,0,False,No papers found in bibliography.
SSTSL2 J122704.25+333428.9,0,0,False,No papers found in bibliography.
WISEA J110339.72-045711.5,0,0,False,No papers found in bibliography.
WISEA J020011.57+284915.2,0,0,False,No papers found in bibliography.
SSTSL2 J173834.27+690046.1,0,0,False,No papers found in bibliography.
SSTSL2 J173926.34+690256.0,0,0,False,No papers found in bibliography.
SSTSL2 J173937.24+685856.3,0,0,False,No papers found in bibliography.
SSTSL2 J142036.85+530953.9,0,0,False,No papers found in bibliography.
WISEA J091116.45+174527.4,0,0,False,No papers found in bibliography.
WISEA J212234.89-614706.3,0,0,False,No papers found in bibliography.
SSTSL2 J015246.35-135247.4,0,0,False,No papers found in bibliography.
SDSS J135044.15+380118.1,0,0,False,No papers found in bibliography.
WISEA J005149.10+440650.2,0,0,False,No papers found in bibliography.
SDSS J161146.87+522715.9,0,0,False,No papers found in bibliography.
SSTSL2 J173948.44+685650.6,0,0,False,No papers found in bibliography.
WISEA J102732.82+682256.6,0,0,False,No papers found in bibliography.
WISEA J121917.48+472807.3,0,0,False,No papers found in bibliography.
GALEXMSC J015251.95-140034.7,0,0,False,No papers found in bibliography.
NGC 1533:[DBM2007] 2321,0,0,False,No papers found in bibliography.
SSTSL2 J221805.49+001338.9,0,0,False,No papers found in bibliography.
SSTSL2 J135044.90+380122.3,0,0,False,No papers found in bibliography.
SSTSL2 J172328.06-001515.6,0,0,False,No papers found in bibliography.
SSTSL2 J032007.14-521031.4,0,0,False,No papers found in bibliography.
WISEA J015253.83-135124.7,0,0,False,No papers found in bibliography.
SDSS J164308.02+315554.5,0,0,False,No papers found in bibliography.
SSTSL2 J215352.84+173404.9,0,0,False,No papers found in bibliography.
SSTSL2 J174008.68+685637.1,0,0,False,No papers found in bibliography.
SSTSL2 J052205.70-362434.2,0,0,False,No papers found in bibliography.
SSTSL2 J044558.57-591512.8,0,0,False,No papers found in bibliography.
SDSS J143500.25+033832.9,0,0,False,No papers found in bibliography.
SSTSL2 J122544.30+124222.8,0,0,False,No papers found in bibliography.
WISEA J161137.56+522620.6,0,0,False,No papers found in bibliography.
COSMOS2015 1034615,0,0,False,No papers found in bibliography.
COSMOS2015 500160,0,0,False,No papers found in bibliography.
COSMOS2015 1011231,0,0,False,No papers found in bibliography.
COSMOS2015 1002101,0,0,False,No papers found in bibliography.
COSMOS2015 202693,0,0,False,No papers found in bibliography.
COSMOS2015 999900,0,0,False,No papers found in bibliography.
COSMOS2015 916824,0,0,False,No papers found in bibliography.
COSMOS2015 302369,0,0,False,No papers found in bibliography.
2MASS J10023814+0140043,0,0,False,No papers found in bibliography.
GALEXASC J215249.84-060842.6,0,0,False,No papers found in bibliography.
SSTSL2 J025654.37-543541.2,0,0,False,No papers found in bibliography.
GALEXMSC J015253.07-135333.6,0,0,False,No papers found in bibliography.
WISEA J102006.18+081420.9,0,0,False,No papers found in bibliography.
WISEA J133645.26-293610.4,0,0,False,No papers found in bibliography.
SDSS J100442.02+411258.7,0,0,False,No papers found in bibliography.
WISEA J041002.10-560728.3,0,0,False,No papers found in bibliography.
SSTSL2 J105643.44-034544.0,0,0,False,No papers found in bibliography.
GALEXMSC J001854.37-101954.4,0,0,False,No papers found in bibliography.
SSTSL2 J174016.20+690436.5,0,0,False,No papers found in bibliography.
SSTSL2 J173958.69+685858.4,0,0,False,No papers found in bibliography.
WISEA J071747.69+373841.1,0,0,False,No papers found in bibliography.
SSTSL2 J090954.85+454046.1,0,0,False,No papers found in bibliography.
SSTSL2 J221726.72+001155.8,0,0,False,No papers found in bibliography.
SSTSL2 J133657.64-294323.4,0,0,False,No papers found in bibliography.
SSTSL2 J044210.22-281426.1,0,0,False,No papers found in bibliography.
WISEA J020009.44+285006.1,0,0,False,No papers found in bibliography.
WISEA J025241.11-830903.9,0,0,False,No papers found in bibliography.
SSTSL2 J015255.16-135250.4,0,0,False,No papers found in bibliography.
SDSS J095748.77+690203.0,0,0,False,No papers found in bibliography.
SSTSL2 J015226.74-135545.1,0,0,False,No papers found in bibliography.
SSTSL2 J071746.05+374857.2,0,0,False,No papers found in bibliography.
WISEA J151116.96+100105.1,0,0,False,No papers found in bibliography.
SSTSL2 J173903.50+690018.5,0,0,False,No papers found in bibliography.
SSTSL2 J162511.59+154442.6,0,0,False,No papers found in bibliography.
SSTSL2 J071753.44+374328.0,0,0,False,No papers found in bibliography.
SSTSL2 J015218.00-135501.5,0,0,False,No papers found in bibliography.
WISEA J132039.05+340816.3,0,0,False,No papers found in bibliography.
SSTSL2 J133628.25-295513.9,0,0,False,No papers found in bibliography.
GALEXMSC J015228.58-135251.5,0,0,False,No papers found in bibliography.
SSTSL2 J221706.17+001626.7,0,0,False,No papers found in bibliography.
SSTSL2 J221739.74+001218.0,0,0,False,No papers found in bibliography.
SSTSL2 J031817.54-253620.2,0,0,False,No papers found in bibliography.
SSTSL2 J095658.55+690558.5,0,0,False,No papers found in bibliography.
WISEA J164116.64+464320.8,0,0,False,No papers found in bibliography.
WISEA J095625.64+505839.8,0,0,False,No papers found in bibliography.
SSTSL2 J141840.07+523852.1,0,0,False,No papers found in bibliography.
SSTSL2 J015223.40-140010.0,0,0,False,No papers found in bibliography.
SSTSL2 J015235.33-135109.7,0,0,False,No papers found in bibliography.
GALEXMSC J121843.26+473021.1,0,0,False,No papers found in bibliography.
SSTSL2 J174039.08+685521.2,0,0,False,No papers found in bibliography.
WISEA J083354.71+661143.2,0,0,False,No papers found in bibliography.
WISEA J200606.62+775328.5,0,0,False,No papers found in bibliography.
WISEA J110102.36-035050.8,0,0,False,No papers found in bibliography.
SSTSL2 J133956.00+404559.9,0,0,False,No papers found in bibliography.
SDSS J105916.85+243110.2,0,0,False,No papers found in bibliography.
SSTSL2 J095722.78+690257.4,0,0,False,No papers found in bibliography.
SSTSL2 J135413.96-022329.0,0,0,False,No papers found in bibliography.
SSTSL2 J095854.58+690957.0,0,0,False,No papers found in bibliography.
WISEA J005054.14-312334.7,0,0,False,No papers found in bibliography.
SSTSL2 J221809.01+002408.2,0,0,False,No papers found in bibliography.
SSTSL2 J145709.38+243706.5,0,0,False,No papers found in bibliography.
SSTSL2 J173909.75+690043.6,0,0,False,No papers found in bibliography.
SSTSL2 J163552.05+661034.7,0,0,False,No papers found in bibliography.
SDSS J232851.02+145436.3,0,0,False,No papers found in bibliography.
WISEA J164238.47+393458.4,0,0,False,No papers found in bibliography.
SSTSL2 J112001.84+130118.7,0,0,False,No papers found in bibliography.
SSTSL2 J121925.76+472013.7,0,0,False,No papers found in bibliography.
WISEA J145853.63+102254.7,0,0,False,No papers found in bibliography.
SDSS J131914.82-020604.7,0,0,False,No papers found in bibliography.
WISEA J003818.15+414730.7,0,0,False,No papers found in bibliography.
GALEXASC J015259.85-140113.3,0,0,False,No papers found in bibliography.
WISEA J183531.48+523955.3,0,0,False,No papers found in bibliography.
SSTSL2 J170056.31+641144.0,0,0,False,No papers found in bibliography.
SDSS J095555.40+685216.8,0,0,False,No papers found in bibliography.
WISEA J093605.25+612103.2,0,0,False,No papers found in bibliography.
SSTSL2 J141840.05+524831.1,0,0,False,No papers found in bibliography.
SSTSL2 J102120.13+343718.9,0,0,False,No papers found in bibliography.
SDSS J174017.30+690649.3,0,0,False,No papers found in bibliography.
WISEA J131917.01-020726.3,0,0,False,No papers found in bibliography.
SSTSL2 J174013.13+685935.0,0,0,False,No papers found in bibliography.
SSTSL2 J173925.73+685617.9,0,0,False,No papers found in bibliography.
IC 5298,0,0,False,No papers found in bibliography.
COSMOS2015 595128,0,0,False,No papers found in bibliography.
COSMOS 661145,0,0,False,No papers found in bibliography.
COSMOS2015 906090,0,0,False,No papers found in bibliography.
COSMOS2015 206155,0,0,False,No papers found in bibliography.
COSMOS2015 1021965,0,0,False,No papers found in bibliography.
COSMOS2015 1007190,0,0,False,No papers found in bibliography.
COSMOS2015 1032295,0,0,False,No papers found in bibliography.
COSMOS2015 208292,0,0,False,No papers found in bibliography.
COSMOS2015 993767,0,0,False,No papers found in bibliography.
COSMOS2015 780981,0,0,False,No papers found in bibliography.
COSMOS2015 1030532,0,0,False,No papers found in bibliography.
COSMOS2015 1025358,0,0,False,No papers found in bibliography.
COSMOS2015 1006089,0,0,False,No papers found in bibliography.
COSMOS2015 316930,0,0,False,No papers found in bibliography.
YGKOW  75,0,0,False,No papers found in bibliography.
GALEXMSC J083406.43+661244.5,0,0,False,No papers found in bibliography.
WISEA J232806.05+000703.4,0,0,False,No papers found in bibliography.
WISEA J101806.96+215139.3,0,0,False,No papers found in bibliography.
WISEA J091334.33-101801.3,0,0,False,No papers found in bibliography.
SSTSL2 J163430.18+661221.1,0,0,False,No papers found in bibliography.
SSTSL2 J205723.74+170840.9,0,0,False,No papers found in bibliography.
WISEA J005824.03+380224.7,0,0,False,No papers found in bibliography.
WISEA J112014.26-121019.5,0,0,False,No papers found in bibliography.
WISEA J120147.65-190156.6,0,0,False,No papers found in bibliography.
SSTSL2 J181337.73-574253.5,0,0,False,No papers found in bibliography.
SDSS J095927.63+304608.9,0,0,False,No papers found in bibliography.
WISEA J122819.52+440824.1,0,0,False,No papers found in bibliography.
WISEA J133631.22-291553.1,0,0,False,No papers found in bibliography.
SSTSL2 J174035.98+685608.5,0,0,False,No papers found in bibliography.
SSTSL2 J173932.83+690248.0,0,0,False,No papers found in bibliography.
SSTSL2 J193225.05-040024.5,0,0,False,No papers found in bibliography.
WISEA J232755.96+084727.5,0,0,False,No papers found in bibliography.
SSTSL2 J141852.61+524935.5,0,0,False,No papers found in bibliography.
WISEA J022404.19-022914.4,0,0,False,No papers found in bibliography.
SSTSL2 J173858.69+690331.0,0,0,False,No papers found in bibliography.
SSTSL2 J215350.79+173230.3,0,0,False,No papers found in bibliography.
WISEA J031907.32+413103.2,0,0,False,No papers found in bibliography.
SSTSL2 J105625.30-034434.3,0,0,False,No papers found in bibliography.
SDSS J122546.07+181642.4,0,0,False,No papers found in bibliography.
SSTSL2 J121351.73+024719.8,0,0,False,No papers found in bibliography.
WISEA J163029.99+452101.0,0,0,False,No papers found in bibliography.
SDSS J073732.94+321753.5,0,0,False,No papers found in bibliography.
WISEA J051827.18-432537.4,0,0,False,No papers found in bibliography.
SSTSL2 J092201.20+510216.9,0,0,False,No papers found in bibliography.
WISEA J212225.08-614649.2,0,0,False,No papers found in bibliography.
SSTSL2 J170053.07+641202.0,0,0,False,No papers found in bibliography.
SSTSL2 J002649.77+170359.9,0,0,False,No papers found in bibliography.
SSTSL2 J110354.65+405022.7,0,0,False,No papers found in bibliography.
WISEA J131847.57+531051.9,0,0,False,No papers found in bibliography.
SSTSL2 J135417.17-022220.2,0,0,False,No papers found in bibliography.
SDSS J121807.75+375708.5,0,0,False,No papers found in bibliography.
SSTSL2 J033314.62-502432.2,0,0,False,No papers found in bibliography.
SSTSL2 J135920.94+622416.1,0,0,False,No papers found in bibliography.
WISEA J140519.91+554603.9,0,0,False,No papers found in bibliography.
WISEA J130148.57+042047.8,0,0,False,No papers found in bibliography.
SSTSL2 J015230.17-135610.5,0,0,False,No papers found in bibliography.
WISEA J230327.54+142340.7,0,0,False,No papers found in bibliography.
SSTSL2 J122724.19+332929.0,0,0,False,No papers found in bibliography.
SSTSL2 J082421.57+710230.2,0,0,False,No papers found in bibliography.
SSTSL2 J174050.12+690326.9,0,0,False,No papers found in bibliography.
SSTSL2 J173918.90+685901.7,0,0,False,No papers found in bibliography.
SSTSL2 J205723.32+170719.9,0,0,False,No papers found in bibliography.
WISEA J101506.04+493114.0,0,0,False,No papers found in bibliography.
SSTSL2 J095801.99+690851.5,0,0,False,No papers found in bibliography.
WISEA J171420.56+531130.2,0,0,False,No papers found in bibliography.
WISEA J082610.06+262551.2,0,0,False,No papers found in bibliography.
SSTSL2 J032003.54-521043.0,0,0,False,No papers found in bibliography.
SSTSL2 J173938.45+685907.3,0,0,False,No papers found in bibliography.
SSTSL2 J043932.47-290601.1,0,0,False,No papers found in bibliography.
WISEA J114006.79+030641.9,0,0,False,No papers found in bibliography.
SSTSL2 J051839.68-432529.4,0,0,False,No papers found in bibliography.
WISEA J093358.98+551444.5,0,0,False,No papers found in bibliography.
SSTSL2 J002642.86-415019.1,0,0,False,No papers found in bibliography.
SDSS J132943.83+285200.1,0,0,False,No papers found in bibliography.
SSTSL2 J095736.60+690158.3,0,0,False,No papers found in bibliography.
SSTSL2 J235821.03-323506.4,0,0,False,No papers found in bibliography.
SDSS J230103.41+002306.6,0,0,False,No papers found in bibliography.
SSTSL2 J133703.13-294124.0,0,0,False,No papers found in bibliography.
SSTSL2 J110440.55-044519.1,0,0,False,No papers found in bibliography.
SDSS J092634.68+124243.5,0,0,False,No papers found in bibliography.
SSTSL2 J171632.20-101918.9,0,0,False,No papers found in bibliography.
WISEA J092121.43+510318.3,0,0,False,No papers found in bibliography.
SSTSL2 J015243.42-140302.0,0,0,False,No papers found in bibliography.
SSTSL2 J071714.25+374207.7,0,0,False,No papers found in bibliography.
WISEA J003602.23+354042.6,0,0,False,No papers found in bibliography.
SSTSL2 J231602.93+253200.2,0,0,False,No papers found in bibliography.
SSTSL2 J104825.62+123846.2,0,0,False,No papers found in bibliography.
SSTSL2 J102119.77+343815.1,0,0,False,No papers found in bibliography.
WISEA J200544.75+775414.1,0,0,False,No papers found in bibliography.
SSTSL2 J221723.76+002031.3,0,0,False,No papers found in bibliography.
SSTSL2 J173952.98+685915.5,0,0,False,No papers found in bibliography.
SDSS J121945.80+472102.0,0,0,False,No papers found in bibliography.
WISEA J023803.17-612058.5,0,0,False,No papers found in bibliography.
SSTSL2 J095407.10+692418.2,0,0,False,No papers found in bibliography.
SSTSL2 J015243.06-135243.7,0,0,False,No papers found in bibliography.
SDSS J135416.64-022142.9,0,0,False,No papers found in bibliography.
WISEA J125025.06+052223.2,0,0,False,No papers found in bibliography.
GALEXMSC J073735.79+654057.3,0,0,False,No papers found in bibliography.
SSTSL2 J144659.57+082634.7,0,0,False,No papers found in bibliography.
SSTSL2 J102105.01+343650.3,0,0,False,No papers found in bibliography.
WISEA J031947.56+412905.0,0,0,False,No papers found in bibliography.
SSTSL2 J071703.97+374557.4,0,0,False,No papers found in bibliography.
SSTSL2 J122733.31+332732.4,0,0,False,No papers found in bibliography.
WISEA J010353.44+215319.0,0,0,False,No papers found in bibliography.
SSTSL2 J174034.11+690227.2,0,0,False,No papers found in bibliography.
WISEA J032203.37-152310.6,0,0,False,No papers found in bibliography.
SSTSL2 J221724.23+002415.1,0,0,False,No papers found in bibliography.
SSTSL2 J105637.25-034549.2,0,0,False,No papers found in bibliography.
WISEA J010743.71-173001.4,0,0,False,No papers found in bibliography.
COSMOS2015 1003334,0,0,False,No papers found in bibliography.
COSMOS2015 1029517,0,0,False,No papers found in bibliography.
WISEA J014118.18-653640.9,0,0,False,No papers found in bibliography.
COSMOS2015 1000130,0,0,False,No papers found in bibliography.
SSTSL2 J181421.94+411209.4,0,0,False,No papers found in bibliography.
COSMOS2015 1034581,0,0,False,No papers found in bibliography.
COSMOS2015 222236,0,0,False,No papers found in bibliography.
COSMOS2015 1008993,0,0,False,No papers found in bibliography.
YGKOW  92,0,0,False,No papers found in bibliography.
COSMOS2015 995813,0,0,False,No papers found in bibliography.
COSMOS2015 209891,0,0,False,No papers found in bibliography.
COSMOS2015 1004947,0,0,False,No papers found in bibliography.
COSMOS2015 825428,0,0,False,No papers found in bibliography.
COSMOS2015 1007376,0,0,False,No papers found in bibliography.
COSMOS2015 330627,0,0,False,No papers found in bibliography.
COSMOS2015 993646,0,0,False,No papers found in bibliography.
COSMOS2015 995230,0,0,False,No papers found in bibliography.
COSMOS2015 209430,0,0,False,No papers found in bibliography.
COSMOS2015 1007982,0,0,False,No papers found in bibliography.
COSMOS2015 1017433,0,0,False,No papers found in bibliography.
COSMOS J100250.09+024926.7,0,0,False,No papers found in bibliography.
COSMOS2015 1012741,0,0,False,No papers found in bibliography.
COSMOS J095819.51+025146.6,0,0,False,No papers found in bibliography.
COSMOS2015 1031220,0,0,False,No papers found in bibliography.
COSMOS2015 1015867,0,0,False,No papers found in bibliography.
WISEA J132216.85-424257.5,0,0,False,No papers found in bibliography.
SSTSL2 J170052.93+641001.1,0,0,False,No papers found in bibliography.
SSTSL2 J090947.55+454032.0,0,0,False,No papers found in bibliography.
WISEA J234224.26-353245.5,0,0,False,No papers found in bibliography.
SSTSL2 J015305.71-135746.8,0,0,False,No papers found in bibliography.
WISEA J105630.17-034308.8,0,0,False,No papers found in bibliography.
SSTSL2 J043934.44-290456.9,0,0,False,No papers found in bibliography.
SSTSL2 J121735.21+374733.3,0,0,False,No papers found in bibliography.
SSTSL2 J062715.65-470948.7,0,0,False,No papers found in bibliography.
SSTSL2 J141705.21+522534.6,0,0,False,No papers found in bibliography.
WISEA J125131.53+411519.6,0,0,False,No papers found in bibliography.
SSTSL2 J122716.35+332946.8,0,0,False,No papers found in bibliography.
SSTSL2 J131537.57+420514.0,0,0,False,No papers found in bibliography.
SSTSL2 J015255.58-135253.3,0,0,False,No papers found in bibliography.
SSTSL2 J114044.13-262752.9,0,0,False,No papers found in bibliography.
WISEA J205951.28-424349.9,0,0,False,No papers found in bibliography.
SDSS J095655.08+685421.2,0,0,False,No papers found in bibliography.
GALEXMSC J031731.11-405900.1,0,0,False,No papers found in bibliography.
SSTSL2 J114042.63-262745.7,0,0,False,No papers found in bibliography.
SSTSL2 J105634.56-034151.1,0,0,False,No papers found in bibliography.
WISEA J141923.33+524422.4,0,0,False,No papers found in bibliography.
WISEA J005433.78+394354.0,0,0,False,No papers found in bibliography.
WISEA J233838.15-002701.5,0,0,False,No papers found in bibliography.
WISEA J071800.40+374407.4,0,0,False,No papers found in bibliography.
SSTSL2 J095855.34+690922.7,0,0,False,No papers found in bibliography.
SSTSL2 J114059.39-263002.8,0,0,False,No papers found in bibliography.
WISEA J084709.07+345002.2,0,0,False,No papers found in bibliography.
SDSS J131850.47+531241.6,0,0,False,No papers found in bibliography.
WISEA J101629.65-000805.5,0,0,False,No papers found in bibliography.
WISEA J035027.13-085533.1,0,0,False,No papers found in bibliography.
WISEA J111711.85+174556.4,0,0,False,No papers found in bibliography.
SSTSL2 J052219.37-362523.8,0,0,False,No papers found in bibliography.
SSTSL2 J173929.04+685622.1,0,0,False,No papers found in bibliography.
SSTSL2 J001854.69-102321.7,0,0,False,No papers found in bibliography.
SSTSL2 J153505.83+233014.1,0,0,False,No papers found in bibliography.
SSTSL2 J015307.52-135940.2,0,0,False,No papers found in bibliography.
SSTSL2 J122715.31+332856.2,0,0,False,No papers found in bibliography.
SSTSL2 J173926.23+690033.7,0,0,False,No papers found in bibliography.
SSTSL2 J043937.40-290507.5,0,0,False,No papers found in bibliography.
SDSS J140243.12+632243.5,0,0,False,No papers found in bibliography.
SDSS J121411.33+330928.5,0,0,False,No papers found in bibliography.
SSTSL2 J174017.41+690020.5,0,0,False,No papers found in bibliography.
SSTSL2 J133554.91-295857.5,0,0,False,No papers found in bibliography.
SSTSL2 J033412.62-282323.9,0,0,False,No papers found in bibliography.
WISEA J170129.51+641145.4,0,0,False,No papers found in bibliography.
SSTSL2 J084711.32+344758.1,0,0,False,No papers found in bibliography.
SSTSL2 J121353.29+024754.3,0,0,False,No papers found in bibliography.
SSTSL2 J173906.50+685907.3,0,0,False,No papers found in bibliography.
SSTSL2 J141910.12+525526.3,0,0,False,No papers found in bibliography.
WISEA J074228.52+163510.6,0,0,False,No papers found in bibliography.
WISEA J123614.83+290002.1,0,0,False,No papers found in bibliography.
WISEA J095454.72+691555.3,0,0,False,No papers found in bibliography.
WISEA J000355.98-732926.4,0,0,False,No papers found in bibliography.
SSTSL2 J221722.58+002214.2,0,0,False,No papers found in bibliography.
SSTSL2 J173959.60+690055.3,0,0,False,No papers found in bibliography.
SDSS J112309.22+140846.1,0,0,False,No papers found in bibliography.
